viallabel	sex	group	key.anirandgroup	intervention	sacrificetime
90439015806	male	2w	Two-week program	training	2w
90439015807	male	2w	Two-week program	training	2w
90439015808	male	2w	Two-week program	training	2w
90439015809	male	2w	Two-week program	training	2w
90439015810	male	2w	Two-week program	training	2w
90439015811	male	2w	Two-week program	training	2w
90439015812	male	2w	Two-week program	training	2w
90439015902	male	2w	Two-week program	training	2w
90439015903	male	2w	Two-week program	training	2w
90439015904	male	2w	Two-week program	training	2w
90439015905	male	2w	Two-week program	training	2w
90439015906	male	2w	Two-week program	training	2w
90439015907	male	2w	Two-week program	training	2w
90439015908	male	2w	Two-week program	training	2w
90439015909	male	2w	Two-week program	training	2w
90439015910	male	2w	Two-week program	training	2w
90439015911	male	2w	Two-week program	training	2w
90439016002	male	2w	Two-week program	training	2w
90439016003	male	2w	Two-week program	training	2w
90439016004	male	2w	Two-week program	training	2w
90439016005	male	2w	Two-week program	training	2w
90439016102	male	2w	Two-week program	training	2w
90439016103	male	2w	Two-week program	training	2w
